user_id,persona_type,assigned_group,manual_perk,total_spend_manual,num_trips_manual,conversion_rate_manual,RFM_score_manual,browsing_rate_manual,business_rate_manual,cluster,segment_name,ml_perk,total_spend_ml,num_trips_ml,conversion_rate_ml,RFM_score_ml,browsing_rate_ml,business_rate_ml
512623,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
512628,Weekender,Baseline Travelers,exclusive discounts,4652.5,4.0,0.5,7.0,0.5,0.25,1,Hotel & Business Focused Travelers,free hotel meal,4652.5,4.0,0.5,7.0,0.5,0.25
512631,Group,Hotel & Business Focused Travelers,free hotel meal,1943.8566666666663,3.0,0.375,4.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,1943.8566666666663,3.0,0.375,4.0,0.625,0.0
512655,Solo,Baseline Travelers,exclusive discounts,2760.406,4.0,0.4444444444444444,5.0,0.5555555555555556,0.0,4,Baseline Travelers,exclusive discounts,2760.406,4.0,0.4444444444444444,5.0,0.5555555555555556,0.0
512671,Business,Baseline Travelers,exclusive discounts,4408.02,5.0,0.625,8.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,4408.02,5.0,0.625,8.0,0.375,0.2
512677,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,419.42,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,419.42,1.0,0.125,1.0,0.875,0.0
512680,Family,Group & Family Travelers / Heavy Baggage,free checked bags,1632.18,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,1632.18,1.0,0.125,1.0,0.875,0.0
512691,Family,Baseline Travelers,exclusive discounts,2823.74,2.0,0.25,2.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,2823.74,2.0,0.25,2.0,0.75,0.0
512693,Solo,High-Intent Browsers & Spenders,no cancellation fees,3001.885,4.0,0.5,6.0,0.5,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,3001.885,4.0,0.5,6.0,0.5,0.5
512695,Business,Baseline Travelers,exclusive discounts,3081.086,5.0,0.625,6.0,0.375,0.2,4,Baseline Travelers,exclusive discounts,3081.086,5.0,0.625,6.0,0.375,0.2
512696,Solo,Hotel & Business Focused Travelers,free hotel meal,10584.84,3.0,0.375,7.0,0.625,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,10584.84,3.0,0.375,7.0,0.625,0.0
512704,Family,Group & Family Travelers / Heavy Baggage,free checked bags,761.995,1.0,0.125,1.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,761.995,1.0,0.125,1.0,0.875,0.0
512706,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,8612.984,4.0,0.3636363636363636,8.0,0.6363636363636364,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,8612.984,4.0,0.3636363636363636,8.0,0.6363636363636364,0.25
512780,Solo,High-Intent Browsers & Spenders,no cancellation fees,4340.745,3.0,0.3333333333333333,6.0,0.6666666666666666,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,4340.745,3.0,0.3333333333333333,6.0,0.6666666666666666,0.3333333333333333
512786,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,5761.475,4.0,0.5,8.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5761.475,4.0,0.5,8.0,0.5,0.25
512787,Group,Hotel & Business Focused Travelers,free hotel meal,3986.741875,4.0,0.5,6.0,0.5,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,3986.741875,4.0,0.5,6.0,0.5,0.5
512791,Family,Hotel & Business Focused Travelers,free hotel meal,2880.792,3.0,0.375,4.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2880.792,3.0,0.375,4.0,0.625,0.0
512801,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,8744.9,7.0,0.875,14.0,0.125,0.4285714285714285,0,VIP High-Frequency Spenders,1 night free hotel plus flight,8744.9,7.0,0.875,14.0,0.125,0.4285714285714285
512826,Solo,Hotel & Business Focused Travelers,free hotel meal,4227.219999999999,4.0,0.5,6.0,0.5,0.0,4,Baseline Travelers,exclusive discounts,4227.219999999999,4.0,0.5,6.0,0.5,0.0
512831,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,5667.639999999999,4.0,0.5,7.0,0.5,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5667.639999999999,4.0,0.5,7.0,0.5,0.0
512835,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,13923.884000000002,5.0,0.625,9.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,13923.884000000002,5.0,0.625,9.0,0.375,0.2
512846,Family,High-Intent Browsers & Spenders,no cancellation fees,3617.06,4.0,0.5,6.0,0.5,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,3617.06,4.0,0.5,6.0,0.5,0.5
512848,Solo,Baseline Travelers,exclusive discounts,1645.86,3.0,0.375,3.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,1645.86,3.0,0.375,3.0,0.625,0.0
512880,Solo,Baseline Travelers,exclusive discounts,1161.8200000000002,2.0,0.25,1.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1161.8200000000002,2.0,0.25,1.0,0.75,0.0
512887,Solo,High-Intent Browsers & Spenders,no cancellation fees,3825.601,3.0,0.375,5.0,0.625,0.3333333333333333,4,Baseline Travelers,exclusive discounts,3825.601,3.0,0.375,5.0,0.625,0.3333333333333333
512888,Solo,High-Intent Browsers & Spenders,no cancellation fees,6593.1,3.0,0.375,7.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,6593.1,3.0,0.375,7.0,0.625,0.0
512900,Solo,High-Intent Browsers & Spenders,no cancellation fees,5383.921,4.0,0.4444444444444444,8.0,0.5555555555555556,0.0,1,Hotel & Business Focused Travelers,free hotel meal,5383.921,4.0,0.4444444444444444,8.0,0.5555555555555556,0.0
512904,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,10466.6,5.0,0.625,9.0,0.375,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,10466.6,5.0,0.625,9.0,0.375,0.0
512922,Family,Hotel & Business Focused Travelers,free hotel meal,1358.56,2.0,0.25,1.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,1358.56,2.0,0.25,1.0,0.75,0.0
512928,Solo,Baseline Travelers,exclusive discounts,0.0,0.0,0.25,,0.75,0.0,4,Baseline Travelers,exclusive discounts,0.0,0.0,0.25,,0.75,
512943,Family,Baseline Travelers,exclusive discounts,4614.5,4.0,0.5,7.0,0.5,0.0,1,Hotel & Business Focused Travelers,free hotel meal,4614.5,4.0,0.5,7.0,0.5,0.0
512945,Solo,High-Intent Browsers & Spenders,no cancellation fees,4712.5,3.0,0.375,6.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,4712.5,3.0,0.375,6.0,0.625,0.0
512974,Solo,Baseline Travelers,exclusive discounts,2411.14,3.0,0.3333333333333333,5.0,0.6666666666666666,0.0,4,Baseline Travelers,exclusive discounts,2411.14,3.0,0.3333333333333333,5.0,0.6666666666666666,0.0
512976,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,15309.42,5.0,0.625,9.0,0.375,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,15309.42,5.0,0.625,9.0,0.375,0.0
512984,Weekender,High-Intent Browsers & Spenders,no cancellation fees,3311.9,3.0,0.375,5.0,0.625,0.3333333333333333,4,Baseline Travelers,exclusive discounts,3311.8999999999996,3.0,0.375,5.0,0.625,0.3333333333333333
512999,Weekender,High-Intent Browsers & Spenders,no cancellation fees,3589.5,3.0,0.375,5.0,0.625,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,3589.5,3.0,0.375,5.0,0.625,0.6666666666666666
513004,Solo,Baseline Travelers,exclusive discounts,5256.7,4.0,0.5,7.0,0.5,0.25,1,Hotel & Business Focused Travelers,free hotel meal,5256.7,4.0,0.5,7.0,0.5,0.25
513005,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,207.126,1.0,0.125,1.0,0.875,0.0,4,Baseline Travelers,exclusive discounts,207.126,1.0,0.125,1.0,0.875,0.0
513006,Solo,Hotel & Business Focused Travelers,free hotel meal,3669.14,2.0,0.2,3.0,0.8,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,3669.14,2.0,0.2,3.0,0.8,0.0
513026,Solo,High-Intent Browsers & Spenders,no cancellation fees,4500.528,3.0,0.375,6.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,4500.528,3.0,0.375,6.0,0.625,0.0
513030,Solo,High-Intent Browsers & Spenders,no cancellation fees,3374.66,3.0,0.375,7.0,0.625,0.3333333333333333,4,Baseline Travelers,exclusive discounts,3374.66,3.0,0.375,7.0,0.625,0.3333333333333333
513031,Family,Hotel & Business Focused Travelers,free hotel meal,4391.6,3.0,0.3333333333333333,6.0,0.6666666666666666,0.0,1,Hotel & Business Focused Travelers,free hotel meal,4391.6,3.0,0.3333333333333333,6.0,0.6666666666666666,0.0
513058,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,5639.620000000001,6.0,0.75,8.0,0.25,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5639.620000000001,6.0,0.75,8.0,0.25,0.0
513089,Solo,Hotel & Business Focused Travelers,free hotel meal,2651.84,3.0,0.375,5.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2651.84,3.0,0.375,5.0,0.625,0.0
513090,Family,Hotel & Business Focused Travelers,free hotel meal,2214.443,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2214.443,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0
513091,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513093,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,13070.14,4.0,0.5,8.0,0.5,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,13070.14,4.0,0.5,8.0,0.5,0.0
513096,Family,Hotel & Business Focused Travelers,free hotel meal,2463.58,2.0,0.25,2.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2463.58,2.0,0.25,2.0,0.75,0.0
513103,Family,High-Intent Browsers & Spenders,no cancellation fees,4154.211666666666,3.0,0.375,6.0,0.625,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,4154.211666666666,3.0,0.375,6.0,0.625,0.3333333333333333
513126,Business,Baseline Travelers,exclusive discounts,4546.9416,5.0,0.625,8.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,4546.9416,5.0,0.625,8.0,0.375,0.2
513138,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513164,Solo,Baseline Travelers,exclusive discounts,864.655,2.0,0.25,1.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,864.655,2.0,0.25,1.0,0.75,0.0
513206,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513216,Solo,Baseline Travelers,exclusive discounts,3759.492,4.0,0.4444444444444444,6.0,0.5555555555555556,0.0,4,Baseline Travelers,exclusive discounts,3759.492,4.0,0.4444444444444444,6.0,0.5555555555555556,0.0
513220,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,7192.438,5.0,0.625,9.0,0.375,0.6,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7192.438,5.0,0.625,9.0,0.375,0.6
513221,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,2586.42,1.0,0.125,2.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,2586.42,1.0,0.125,2.0,0.875,0.0
513227,Solo,Baseline Travelers,exclusive discounts,3042.8,2.0,0.2,3.0,0.8,0.0,4,Baseline Travelers,exclusive discounts,3042.8,2.0,0.2,3.0,0.8,0.0
513233,Family,Hotel & Business Focused Travelers,free hotel meal,4110.32,3.0,0.3333333333333333,6.0,0.6666666666666666,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,4110.32,3.0,0.3333333333333333,6.0,0.6666666666666666,0.6666666666666666
513236,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,14385.448333333334,8.0,,9.0,0.0,0.125,0,VIP High-Frequency Spenders,1 night free hotel plus flight,14385.448333333334,8.0,,9.0,0.0,0.125
513237,Family,High-Intent Browsers & Spenders,no cancellation fees,2647.6,2.0,0.25,3.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,2647.6,2.0,0.25,3.0,0.75,0.5
513241,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513242,Solo,High-Intent Browsers & Spenders,no cancellation fees,2817.384,2.0,0.2,3.0,0.8,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,2817.384,2.0,0.2,3.0,0.8,0.5
513259,Solo,High-Intent Browsers & Spenders,no cancellation fees,6128.3,3.0,0.375,7.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,6128.3,3.0,0.375,7.0,0.625,0.0
513261,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513289,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,1063.31,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,1063.31,1.0,0.125,1.0,0.875,0.0
513296,Solo,Baseline Travelers,exclusive discounts,4592.5,3.0,0.375,6.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,4592.5,3.0,0.375,6.0,0.625,0.0
513317,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,140.353,1.0,0.125,1.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,140.353,1.0,0.125,1.0,0.875,0.0
513322,Solo,Hotel & Business Focused Travelers,free hotel meal,4001.32,3.0,0.3333333333333333,5.0,0.6666666666666666,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,4001.32,3.0,0.3333333333333333,5.0,0.6666666666666666,0.3333333333333333
513338,Solo,Baseline Travelers,exclusive discounts,2670.86,3.0,0.375,4.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,2670.86,3.0,0.375,4.0,0.625,0.0
513339,Group,Hotel & Business Focused Travelers,free hotel meal,2458.7200000000003,2.0,0.25,2.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2458.7200000000003,2.0,0.25,2.0,0.75,0.0
513345,Family,Baseline Travelers,exclusive discounts,1385.2,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,1385.2,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0
513347,Family,Group & Family Travelers / Heavy Baggage,free checked bags,902.164,1.0,0.1,1.0,0.9,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,902.164,1.0,0.1,1.0,0.9,0.0
513366,Solo,High-Intent Browsers & Spenders,no cancellation fees,4217.84,3.0,0.375,6.0,0.625,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,4217.84,3.0,0.375,6.0,0.625,0.3333333333333333
513381,Family,High-Intent Browsers & Spenders,no cancellation fees,3057.1800000000003,3.0,0.375,4.0,0.625,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,3057.1800000000003,3.0,0.375,4.0,0.625,0.6666666666666666
513387,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,7370.08,5.0,0.625,9.0,0.375,0.4,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7370.08,5.0,0.625,9.0,0.375,0.4
513397,Business,High-Intent Browsers & Spenders,no cancellation fees,4364.66,5.0,0.625,8.0,0.375,0.4,0,VIP High-Frequency Spenders,1 night free hotel plus flight,4364.66,5.0,0.625,8.0,0.375,0.4
513402,Family,Group & Family Travelers / Heavy Baggage,free checked bags,1168.42,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,1168.42,1.0,0.125,1.0,0.875,0.0
513408,Group,Hotel & Business Focused Travelers,free hotel meal,7671.772,2.0,0.25,5.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,7671.772,2.0,0.25,5.0,0.75,0.0
513422,Solo,Baseline Travelers,exclusive discounts,1252.86,2.0,0.25,1.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1252.86,2.0,0.25,1.0,0.75,0.0
513425,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513438,Family,Group & Family Travelers / Heavy Baggage,free checked bags,7788.2,1.0,0.125,5.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,7788.2,1.0,0.125,5.0,0.875,0.0
513441,Family,Baseline Travelers,exclusive discounts,0.0,0.0,0.25,,0.75,0.0,4,Baseline Travelers,exclusive discounts,0.0,0.0,0.25,,0.75,
513470,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513495,Solo,Hotel & Business Focused Travelers,free hotel meal,6225.78,2.0,0.25,5.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,6225.78,2.0,0.25,5.0,0.75,0.5
513497,Solo,Baseline Travelers,exclusive discounts,2332.57,2.0,0.25,2.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,2332.57,2.0,0.25,2.0,0.75,0.0
513509,Solo,Baseline Travelers,exclusive discounts,1197.54,2.0,0.25,1.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1197.54,2.0,0.25,1.0,0.75,0.0
513543,Family,Baseline Travelers,exclusive discounts,300.0,1.0,0.375,1.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,300.0,1.0,0.375,1.0,0.625,0.0
513546,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513555,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,6881.360000000001,5.0,0.5555555555555556,9.0,0.4444444444444444,0.4,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6881.360000000001,5.0,0.5555555555555556,9.0,0.4444444444444444,0.4
513568,Solo,Baseline Travelers,exclusive discounts,4167.9400000000005,2.0,0.25,4.0,0.75,0.0,1,Hotel & Business Focused Travelers,free hotel meal,4167.9400000000005,2.0,0.25,4.0,0.75,0.0
513569,Solo,Hotel & Business Focused Travelers,free hotel meal,1396.8000000000002,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,1396.8000000000002,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0
513582,Solo,Baseline Travelers,exclusive discounts,4467.08,3.0,0.375,6.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,4467.08,3.0,0.375,6.0,0.625,0.0
513602,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513611,Solo,High-Intent Browsers & Spenders,no cancellation fees,6766.387,3.0,0.375,7.0,0.625,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,6766.387000000001,3.0,0.375,7.0,0.625,0.6666666666666666
513613,Solo,High-Intent Browsers & Spenders,no cancellation fees,3464.6800000000003,3.0,0.375,5.0,0.625,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,3464.6800000000003,3.0,0.375,5.0,0.625,0.3333333333333333
513620,Solo,Baseline Travelers,exclusive discounts,2750.84,3.0,0.3333333333333333,5.0,0.6666666666666666,0.0,4,Baseline Travelers,exclusive discounts,2750.84,3.0,0.3333333333333333,5.0,0.6666666666666666,0.0
513625,Group,Hotel & Business Focused Travelers,free hotel meal,2951.076,1.0,0.375,2.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2951.076,1.0,0.375,2.0,0.625,0.0
513627,Solo,Baseline Travelers,exclusive discounts,2865.94,3.0,0.375,5.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,2865.94,3.0,0.375,5.0,0.625,0.0
513628,Weekender,Hotel & Business Focused Travelers,free hotel meal,3925.96,3.0,0.375,5.0,0.625,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,3925.96,3.0,0.375,5.0,0.625,0.3333333333333333
513638,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,9951.2,4.0,0.5,8.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,9951.2,4.0,0.5,8.0,0.5,0.25
513659,Solo,High-Intent Browsers & Spenders,no cancellation fees,4744.916666666667,3.0,0.375,6.0,0.625,0.3333333333333333,2,Group & Family Travelers / Heavy Baggage,free checked bags,4744.916666666667,3.0,0.375,6.0,0.625,0.3333333333333333
513661,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,4720.0,1.0,0.125,5.0,0.875,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,4720.0,1.0,0.125,5.0,0.875,0.0
513683,Weekender,Hotel & Business Focused Travelers,free hotel meal,2858.744,4.0,0.5,6.0,0.5,0.25,2,Group & Family Travelers / Heavy Baggage,free checked bags,2858.744,4.0,0.5,6.0,0.5,0.25
513714,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,496.86,1.0,0.125,1.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,496.86,1.0,0.125,1.0,0.875,0.0
513721,Business,High-Intent Browsers & Spenders,no cancellation fees,5354.16,5.0,0.5555555555555556,8.0,0.4444444444444444,0.6,3,High-Intent Browsers & Spenders,no cancellation fees,5354.16,5.0,0.5555555555555556,8.0,0.4444444444444444,0.6
513742,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513761,Solo,High-Intent Browsers & Spenders,no cancellation fees,6142.67,3.0,0.375,7.0,0.625,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,6142.67,3.0,0.375,7.0,0.625,0.3333333333333333
513776,Solo,Baseline Travelers,exclusive discounts,1351.64,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,1351.64,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0
513787,Solo,Hotel & Business Focused Travelers,free hotel meal,2977.327,4.0,0.75,6.0,0.25,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2977.327,4.0,0.75,6.0,0.25,0.0
513791,Weekender,VIP High-Frequency Spenders,1 night free hotel plus flight,6786.6,4.0,0.5,8.0,0.5,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6786.6,4.0,0.5,8.0,0.5,0.0
513796,Solo,High-Intent Browsers & Spenders,no cancellation fees,9033.88,3.0,0.375,7.0,0.625,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,9033.88,3.0,0.375,7.0,0.625,0.0
513800,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513807,Family,Hotel & Business Focused Travelers,free hotel meal,2253.26,2.0,0.5,2.0,0.5,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2253.26,2.0,0.5,2.0,0.5,0.0
513823,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
513826,Group,Hotel & Business Focused Travelers,free hotel meal,3738.906,4.0,0.4,6.0,0.6,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,3738.906,4.0,0.4,6.0,0.6,0.0
513844,Solo,High-Intent Browsers & Spenders,no cancellation fees,9001.24,3.0,0.375,7.0,0.625,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,9001.24,3.0,0.375,7.0,0.625,0.0
513853,Family,High-Intent Browsers & Spenders,no cancellation fees,3702.08,3.0,0.3333333333333333,5.0,0.6666666666666666,0.3333333333333333,4,Baseline Travelers,exclusive discounts,3702.08,3.0,0.3333333333333333,5.0,0.6666666666666666,0.3333333333333333
513856,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,1744.747,1.0,0.125,2.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,1744.747,1.0,0.125,2.0,0.875,0.0
513860,Solo,Baseline Travelers,exclusive discounts,5487.360000000001,3.0,0.375,6.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,5487.360000000001,3.0,0.375,6.0,0.625,0.0
513869,Family,Baseline Travelers,exclusive discounts,665.0,1.0,0.375,1.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,665.0,1.0,0.375,1.0,0.625,0.0
513875,Group,Hotel & Business Focused Travelers,free hotel meal,8304.3,3.0,0.625,7.0,0.375,0.0,1,Hotel & Business Focused Travelers,free hotel meal,8304.3,3.0,0.625,7.0,0.375,0.0
513917,Family,Baseline Travelers,exclusive discounts,5899.44,3.0,0.375,6.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,5899.44,3.0,0.375,6.0,0.625,0.0
513926,Weekender,Baseline Travelers,exclusive discounts,5423.553,4.0,0.5,7.0,0.5,0.0,4,Baseline Travelers,exclusive discounts,5423.553,4.0,0.5,7.0,0.5,0.0
513933,Solo,High-Intent Browsers & Spenders,no cancellation fees,2293.2666666666664,3.0,0.375,4.0,0.625,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,2293.2666666666664,3.0,0.375,4.0,0.625,0.3333333333333333
513953,Solo,Baseline Travelers,exclusive discounts,1086.272,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,1086.272,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0
513956,Solo,Baseline Travelers,exclusive discounts,4266.532,4.0,0.5,6.0,0.5,0.25,1,Hotel & Business Focused Travelers,free hotel meal,4266.532,4.0,0.5,6.0,0.5,0.25
513964,Business,High-Intent Browsers & Spenders,no cancellation fees,4671.5199999999995,5.0,0.625,8.0,0.375,0.6,3,High-Intent Browsers & Spenders,no cancellation fees,4671.5199999999995,5.0,0.625,8.0,0.375,0.6
513967,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,13227.186,6.0,0.6666666666666666,9.0,0.3333333333333333,0.5,0,VIP High-Frequency Spenders,1 night free hotel plus flight,13227.186,6.0,0.6666666666666666,9.0,0.3333333333333333,0.5
513995,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,7609.16,4.0,0.5,8.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7609.16,4.0,0.5,8.0,0.5,0.25
514002,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,6882.6,5.0,0.625,9.0,0.375,0.6,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6882.6,5.0,0.625,9.0,0.375,0.6
